case_id,stl_path,stl_exists,target_wall_thickness_mm,wall_thickness_compliance_fraction,smoothing_volume_change_relative,status,stl_loadable,watertight,watertight_after_repair,non_manifold_edge_count,non_manifold_edge_count_after_repair,connected_component_count,mesh_volume_mm3,surface_area_mm2,bbox_x_mm,bbox_y_mm,bbox_z_mm,edge_length_min_mm,edge_length_median_mm,edge_length_mean_mm,estimated_minimum_feature_size_mm,repair_success,slicer_compatibility_proxy,slicer_proxy_notes
956,outputs/phase_b_mesh_qc/case_outputs/956/segmentation_repaired.stl,True,3.0,0.06928666051142066,-0.0031004042111275674,ok,True,True,True,0,0,7,5280.3095802901635,6379.127436846071,115.80000114440918,94.79999923706055,81.0000057220459,0.424252200193688,0.5999984741210938,0.5895694616666346,0.424252200193688,True,True,loadable STL and repaired mesh has no non-manifold edges
957,outputs/phase_b_mesh_qc/case_outputs/957/segmentation_repaired.stl,True,3.0,0.03434354309091888,-0.003758237897580368,ok,True,True,True,0,0,16,7849.18877358314,10347.938821024585,105.60000419616699,100.80000686645508,89.40000581741333,0.4242468053627785,0.5999984741210938,0.5911783641402033,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
958,outputs/phase_b_mesh_qc/case_outputs/958/segmentation_repaired.stl,True,3.0,0.1011015659262699,-0.0031001154874007427,ok,True,True,True,0,0,13,8224.371886886285,9478.537781008248,135.00000190734863,118.20000076293945,97.80000686645508,0.4242468053627785,0.5999984741210938,0.5888282206095111,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
959,outputs/phase_b_mesh_qc/case_outputs/959/segmentation_repaired.stl,True,3.0,0.10139055460114745,not_watertight,ok,True,False,False,10,10,20,not_watertight,7703.644203788908,152.39999961853027,115.80000305175781,119.70000457763672,0.4242468053627785,0.5999984741210938,0.588994506961792,0.4242468053627785,True,False,geometry defects may break slicing
960,outputs/phase_b_mesh_qc/case_outputs/960/segmentation_repaired.stl,True,3.0,0.10839128202734867,-0.002677591386189197,ok,True,True,True,0,0,19,9104.103828384801,10124.548114251027,174.00001335144043,124.79999923706055,90.00000381469727,0.4242468053627785,0.5999984741210938,0.5924417782710218,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
961,outputs/phase_b_mesh_qc/case_outputs/961/segmentation_repaired.stl,True,3.0,0.0683926492892667,-0.003228261713576807,ok,True,True,True,0,0,11,6006.492545821736,7294.77024453012,143.39999771118164,115.20000839233398,81.60000705718994,0.4242468053627785,0.5999984741210938,0.5921083729775475,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
962,outputs/phase_b_mesh_qc/case_outputs/962/segmentation_repaired.stl,True,3.0,0.09767409663574692,not_watertight,ok,True,False,False,26,26,26,not_watertight,10651.761342484186,200.40000915527344,136.8000030517578,127.50000762939453,0.4242468053627785,0.5999984741210938,0.5908786222863125,0.4242468053627785,True,False,geometry defects may break slicing
963,outputs/phase_b_mesh_qc/case_outputs/963/segmentation_repaired.stl,True,3.0,0.14688063410593338,-0.0021617843632460248,ok,True,True,True,0,0,12,13113.226838637222,13393.265910076983,135.5999984741211,107.40000915527344,94.20000457763672,0.4242468053627785,0.5999984741210938,0.5900890789703636,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
964,outputs/phase_b_mesh_qc/case_outputs/964/segmentation_repaired.stl,True,3.0,0.12271965638496213,-0.002220554788589496,ok,True,True,True,0,0,5,9015.831555736537,9656.700678448768,151.20000076293945,105.60000610351562,97.80000305175781,0.4242468053627785,0.5999984741210938,0.590797072940146,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
965,outputs/phase_b_mesh_qc/case_outputs/965/segmentation_repaired.stl,True,3.0,0.09941976946894596,-0.0027743907601585744,ok,True,True,True,0,0,14,8163.342935406367,9252.30704936031,144.5999984741211,97.80000686645508,83.40000343322754,0.4242468053627785,0.5999984741210938,0.5924510010417041,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
966,outputs/phase_b_mesh_qc/case_outputs/966/segmentation_repaired.stl,True,3.0,0.07869100539109052,-0.0028836236342909714,ok,True,True,True,0,0,7,8970.058016401383,10671.02292248814,114.0000114440918,104.99999618530273,88.80000305175781,0.4242468053627785,0.5999984741210938,0.5906672732136843,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
967,outputs/phase_b_mesh_qc/case_outputs/967/segmentation_repaired.stl,True,3.0,0.09534171502256608,-0.0024403820417603986,ok,True,True,True,0,0,7,7908.489899922097,8971.423444841668,128.4000072479248,98.40000915527344,101.4000015258789,0.4242468053627785,0.5999984741210938,0.5896531709272834,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
968,outputs/phase_b_mesh_qc/case_outputs/968/segmentation_repaired.stl,True,3.0,0.08868025091222172,-0.0029144664516858047,ok,True,True,True,0,0,10,5177.997685809602,5938.27181452727,95.4000015258789,92.40000915527344,84.5999984741211,0.424252200193688,0.5999984741210938,0.5896180865256148,0.424252200193688,True,True,loadable STL and repaired mesh has no non-manifold edges
969,outputs/phase_b_mesh_qc/case_outputs/969/segmentation_repaired.stl,True,3.0,0.08777893098079917,-0.003108461085513144,ok,True,True,True,0,0,12,8177.7432689000925,9550.95831378033,125.40000534057617,89.40000915527344,105.60000276565552,0.4242468053627785,0.5999984741210938,0.5893954437915034,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
970,outputs/phase_b_mesh_qc/case_outputs/970/segmentation_repaired.stl,True,3.0,0.05834746789435425,-0.0040767214210250865,ok,True,True,True,0,0,13,4362.102627910024,5517.21018734011,112.80001068115234,84.60000991821289,88.80000454187393,0.4242468053627785,0.5999984741210938,0.590257813672073,0.4242468053627785,True,True,loadable STL and repaired mesh has no non-manifold edges
971,outputs/phase_b_mesh_qc/case_outputs/971/segmentation_repaired.stl,True,3.0,0.06325810482981695,-0.00336428949867411,ok,True,True,True,0,0,11,5763.114807748723,7054.708111164271,100.20000076293945,75.00000381469727,112.2000060081482,0.424252200193688,0.5999984741210938,0.5908348027904183,0.424252200193688,True,True,loadable STL and repaired mesh has no non-manifold edges
