case_id,mask_path,status,target_wall_thickness_mm,connected_component_count,watertight,non_manifold_edge_count,surface_area_mm2,volume_mm3,bbox_x_mm,bbox_y_mm,bbox_z_mm,edge_length_min_mm,edge_length_median_mm,edge_length_mean_mm,raw_stl,repaired_stl,smoothed_stl,repair_success,surface_roughness_pre_mean,surface_roughness_pre_max,surface_roughness_post_mean,surface_roughness_post_max,smoothing_volume_change_relative,wall_thickness_compliance_fraction,slicer_compatibility_proxy
780,outputs/final_test_250_phaseb_traceable_v14/case_outputs/780/seg_mask_0.5.nii.gz,ok,3.0,11,True,0,10415.290613326342,8802.181049301666,109.80000436306,109.80000436306,86.40000343322754,0.4242640855706679,0.6000000238418579,0.590904023075258,outputs/phase_b_mesh_qc/case_outputs/780/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/780/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/780/segmentation_smoothed.stl,True,0.5935330966065188,3.141592653589793,0.5443931291849418,3.137898364326735,-0.003021458732431643,0.0785537060679787,True
781,outputs/final_test_250_phaseb_traceable_v14/case_outputs/781/seg_mask_0.5.nii.gz,ok,3.0,5,True,0,7082.721008801128,5563.998663280278,105.00000417232513,106.80000424385071,75.00000298023224,0.4242640855706679,0.6000000238418579,0.5902920380525334,outputs/phase_b_mesh_qc/case_outputs/781/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/781/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/781/segmentation_smoothed.stl,True,0.5827974344409379,3.141592653589793,0.530724129104161,3.1403256164877678,-0.003395593414488943,0.04791421074647298,True
782,outputs/final_test_250_phaseb_traceable_v14/case_outputs/782/seg_mask_0.5.nii.gz,ok,3.0,13,True,0,10149.66965168348,8986.456071268962,117.00000464916229,83.40000331401825,92.40000367164612,0.4242640855706679,0.6000000238418579,0.5916761480439406,outputs/phase_b_mesh_qc/case_outputs/782/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/782/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/782/segmentation_smoothed.stl,True,0.580804085106158,3.141592653589793,0.529290246846667,3.1402222037636527,-0.002905803820715582,0.10861139994328387,True
783,outputs/final_test_250_phaseb_traceable_v14/case_outputs/783/seg_mask_0.5.nii.gz,ok,3.0,6,True,0,6767.012692243575,5532.73265955308,102.00000405311584,87.60000348091125,82.20000326633453,0.4242640855706679,0.6000000238418579,0.5912679712654504,outputs/phase_b_mesh_qc/case_outputs/783/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/783/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/783/segmentation_smoothed.stl,True,0.5977107398389934,3.141592653589793,0.54854366667617,3.1384238344986333,-0.0033126902795905288,0.07343313296833723,True
784,outputs/final_test_250_phaseb_traceable_v14/case_outputs/784/seg_mask_0.5.nii.gz,ok,3.0,8,True,0,6854.413899734965,5419.494646054057,93.60000371932983,91.2000036239624,87.0000034570694,0.4242640855706679,0.6000000238418579,0.588948975522494,outputs/phase_b_mesh_qc/case_outputs/784/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/784/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/784/segmentation_smoothed.stl,True,0.5864510695265057,3.141592653589793,0.5304786644960489,3.1394355805781107,-0.0034094909339148927,0.05194957261621326,True
785,outputs/final_test_250_phaseb_traceable_v14/case_outputs/785/seg_mask_0.5.nii.gz,ok,3.0,3,True,0,4945.454832938544,4325.2835156139345,97.80000388622284,88.80000352859497,72.00000286102295,0.4242640855706679,0.6000000238418579,0.5894810125914729,outputs/phase_b_mesh_qc/case_outputs/785/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/785/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/785/segmentation_smoothed.stl,True,0.5908497604926001,3.141592653589793,0.5297133838866446,3.1379196120507205,-0.0026868793844427607,0.08546588732256005,True
786,outputs/final_test_250_phaseb_traceable_v14/case_outputs/786/seg_mask_0.5.nii.gz,ok,3.0,5,False,78,7341.039662039587,not_watertight,108.00000429153442,85.20000338554382,83.70000332593918,0.4242640855706679,0.6000000238418579,0.591294388599508,outputs/phase_b_mesh_qc/case_outputs/786/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/786/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/786/segmentation_smoothed.stl,True,0.5817115327635626,3.141592653589793,0.5259259978022608,3.141387771220899,not_watertight,0.08475308026966889,False
787,outputs/final_test_250_phaseb_traceable_v14/case_outputs/787/seg_mask_0.5.nii.gz,ok,3.0,6,True,0,6811.900164476871,6184.719737275991,91.2000036239624,96.00000381469727,77.40000307559967,0.4242640855706679,0.6000000238418579,0.5932081841316208,outputs/phase_b_mesh_qc/case_outputs/787/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/787/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/787/segmentation_smoothed.stl,True,0.5698693104236469,3.141592653589793,0.5156000775703387,3.140856219364903,-0.0026973524755900305,0.12350939894841748,True
788,outputs/final_test_250_phaseb_traceable_v14/case_outputs/788/seg_mask_0.5.nii.gz,ok,3.0,13,True,0,10129.58307527659,8353.413995804467,108.60000431537628,85.80000340938568,112.80000448226929,0.4242640855706679,0.6000000238418579,0.5899900076735894,outputs/phase_b_mesh_qc/case_outputs/788/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/788/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/788/segmentation_smoothed.stl,True,0.5574376350429464,3.141592653589793,0.4993650196482389,3.1368537645954486,-0.0031942836047807238,0.06979222163026105,True
789,outputs/final_test_250_phaseb_traceable_v14/case_outputs/789/seg_mask_0.5.nii.gz,ok,3.0,7,True,0,8370.44414714261,7235.811862575921,130.80000519752502,89.40000355243683,100.80000400543213,0.4242640855706679,0.6000000238418579,0.5908438165927478,outputs/phase_b_mesh_qc/case_outputs/789/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/789/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/789/segmentation_smoothed.stl,True,0.5678426050395318,3.141592653589793,0.5096572510654467,3.1403978097190843,-0.0028366159916713225,0.08842858819387396,True
790,outputs/final_test_250_phaseb_traceable_v14/case_outputs/790/seg_mask_0.5.nii.gz,ok,3.0,5,True,0,8104.890321080878,6455.268769527943,103.80000412464142,77.40000307559967,117.00000464916229,0.4242640855706679,0.6000000238418579,0.5895675186009341,outputs/phase_b_mesh_qc/case_outputs/790/segmentation_raw.stl,outputs/phase_b_mesh_qc/case_outputs/790/segmentation_repaired.stl,outputs/phase_b_mesh_qc/case_outputs/790/segmentation_smoothed.stl,True,0.5562935402236299,3.141592653589793,0.4900471479125126,3.137350670027598,-0.003445216794982117,0.05424907343632129,True
